schema_version,benchmark_schema_version,formula_id,formula,family,source,parameters_json,tree_shape,categories_json,rationale,n_atoms,ast_nodes,distinct_subformulae,ast_depth,temporal_depth,dfa_states,dfa_guarded_transitions,construction,status,applicable,failure_reason,final_language_equivalent,prefix_sound,exact_online_equivalent,explored_product_states,certificate_formula,certificate_complete,certificate_product_states,bounded_horizon,bounded_islands,bounded_exact_head_states,progression_states,progression_roots,progression_closure,progression_input_subformulae,language_witness_json,prefix_witness_json,online_witness_json
rq1.v1,e0.v1,nested_eventually_control,F F a,repair_control,RQ1 repair-ladder corpus,{},canonical,"[""original_safe_control""]",Nested temporal syntax that collapses semantically without aliasing.,1,3,3,2,2,2,3,progression,characterized,True,,True,True,True,2,,,,,,,2,1,2,2,,,
rq1.v1,e0.v1,immediate_response_control,G (a -> b),repair_control,RQ1 repair-ladder corpus,{},canonical,"[""original_safe_control""]",A recurring obligation whose consequent is resolved in the same cell.,2,4,4,2,1,2,3,original,characterized,True,,True,True,True,2,G (a -> b),True,2,,,,,,,,,,
rq1.v1,e0.v1,immediate_response_control,G (a -> b),repair_control,RQ1 repair-ladder corpus,{},canonical,"[""original_safe_control""]",A recurring obligation whose consequent is resolved in the same cell.,2,4,4,2,1,2,3,bounded_default,characterized,True,,True,True,True,3,G (rr_bounded_event_0),True,2,0,1,3,,,,,,,
rq1.v1,e0.v1,immediate_response_control,G (a -> b),repair_control,RQ1 repair-ladder corpus,{},canonical,"[""original_safe_control""]",A recurring obligation whose consequent is resolved in the same cell.,2,4,4,2,1,2,3,bounded_exact_online,characterized,True,,True,True,True,3,G (rr_bounded_event_0),True,2,0,1,3,,,,,,,
rq1.v1,e0.v1,immediate_response_control,G (a -> b),repair_control,RQ1 repair-ladder corpus,{},canonical,"[""original_safe_control""]",A recurring obligation whose consequent is resolved in the same cell.,2,4,4,2,1,2,3,progression,characterized,True,,True,True,True,2,,,,,,,2,2,6,5,,,
rq1.v1,e0.v1,flat_until_control,a U b,repair_control,RQ1 repair-ladder corpus,{},canonical,"[""original_safe_control""]",Flat temporal control from the proved sufficient fragment.,2,3,3,1,1,3,5,original,characterized,True,,True,True,True,3,a U b,True,3,,,,,,,,,,
rq1.v1,e0.v1,flat_until_control,a U b,repair_control,RQ1 repair-ladder corpus,{},canonical,"[""original_safe_control""]",Flat temporal control from the proved sufficient fragment.,2,3,3,1,1,3,5,bounded_default,characterized,True,,True,True,True,5,(a U b),True,3,0,0,5,,,,,,,
rq1.v1,e0.v1,flat_until_control,a U b,repair_control,RQ1 repair-ladder corpus,{},canonical,"[""original_safe_control""]",Flat temporal control from the proved sufficient fragment.,2,3,3,1,1,3,5,bounded_exact_online,characterized,True,,True,True,True,5,(a U b),True,3,0,0,5,,,,,,,
rq1.v1,e0.v1,flat_until_control,a U b,repair_control,RQ1 repair-ladder corpus,{},canonical,"[""original_safe_control""]",Flat temporal control from the proved sufficient fragment.,2,3,3,1,1,3,5,progression,characterized,True,,True,True,True,3,,,,,,,3,2,4,3,,,
rq1.v1,e0.v1,ijcnn_balanced_n4,F(((a & b) | ((a & c) | (a & d)))),ijcnn,"Perotti et al., IJCNN 2014","{""n_atoms"": 4}",balanced,"[""original_safe_control"", ""ijcnn_control""]",Paper-faithful balanced IJCNN control used by later timing experiments.,4,12,10,4,1,2,3,original,characterized,True,,True,True,True,2,F(((a & b) | ((a & c) | (a & d)))),True,2,,,,,,,,,,
rq1.v1,e0.v1,ijcnn_balanced_n4,F(((a & b) | ((a & c) | (a & d)))),ijcnn,"Perotti et al., IJCNN 2014","{""n_atoms"": 4}",balanced,"[""original_safe_control"", ""ijcnn_control""]",Paper-faithful balanced IJCNN control used by later timing experiments.,4,12,10,4,1,2,3,bounded_default,characterized,True,,True,True,True,3,F (rr_bounded_event_0),True,2,0,1,3,,,,,,,
rq1.v1,e0.v1,ijcnn_balanced_n4,F(((a & b) | ((a & c) | (a & d)))),ijcnn,"Perotti et al., IJCNN 2014","{""n_atoms"": 4}",balanced,"[""original_safe_control"", ""ijcnn_control""]",Paper-faithful balanced IJCNN control used by later timing experiments.,4,12,10,4,1,2,3,bounded_exact_online,characterized,True,,True,True,True,3,F (rr_bounded_event_0),True,2,0,1,3,,,,,,,
rq1.v1,e0.v1,ijcnn_balanced_n4,F(((a & b) | ((a & c) | (a & d)))),ijcnn,"Perotti et al., IJCNN 2014","{""n_atoms"": 4}",balanced,"[""original_safe_control"", ""ijcnn_control""]",Paper-faithful balanced IJCNN control used by later timing experiments.,4,12,10,4,1,2,3,progression,characterized,True,,True,True,True,2,,,,,,,2,1,10,10,,,
rq1.v1,e0.v1,next_offset_alias,(X a) & X (X a),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",The smallest genuine two-offset shared-register collision.,1,6,4,3,2,5,7,original,characterized,False,,False,False,False,6,(X a) & X (X a),True,6,,,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[], [""a""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[], [""a""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[], [""a""]]}"
rq1.v1,e0.v1,next_offset_alias,(X a) & X (X a),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",The smallest genuine two-offset shared-register collision.,1,6,4,3,2,5,7,bounded_default,characterized,True,,True,True,False,11,rr_bounded_event_0,True,3,2,1,11,,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""UNDECIDED"", ""length"": 2, ""trace"": [[], []]}"
rq1.v1,e0.v1,next_offset_alias,(X a) & X (X a),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",The smallest genuine two-offset shared-register collision.,1,6,4,3,2,5,7,bounded_exact_online,characterized,True,,True,True,True,11,rr_bounded_event_0,True,3,2,1,11,,,,,,,
rq1.v1,e0.v1,next_offset_alias,(X a) & X (X a),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",The smallest genuine two-offset shared-register collision.,1,6,4,3,2,5,7,progression,characterized,True,,True,True,True,5,,,,,,,5,5,6,4,,,
rq1.v1,e0.v1,globally_next_alias,G X a,repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",Finite-boundary failure repeatedly reinstalling a bounded obligation.,1,3,3,2,2,2,2,original,characterized,False,,False,True,False,3,G X a,True,3,,,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[], [""a""]]}",,"{""canonical"": ""VIOLATE"", ""construction"": ""UNDECIDED"", ""length"": 1, ""trace"": [[]]}"
rq1.v1,e0.v1,globally_next_alias,G X a,repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",Finite-boundary failure repeatedly reinstalling a bounded obligation.,1,3,3,2,2,2,2,bounded_default,characterized,True,,True,True,False,5,G (rr_bounded_event_0),True,2,1,1,5,,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""UNDECIDED"", ""length"": 1, ""trace"": [[]]}"
rq1.v1,e0.v1,globally_next_alias,G X a,repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",Finite-boundary failure repeatedly reinstalling a bounded obligation.,1,3,3,2,2,2,2,bounded_exact_online,characterized,True,,True,True,True,5,G (rr_bounded_event_0),True,2,1,1,5,,,,,,,
rq1.v1,e0.v1,globally_next_alias,G X a,repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",Finite-boundary failure repeatedly reinstalling a bounded obligation.,1,3,3,2,2,2,2,progression,characterized,True,,True,True,True,3,,,,,,,3,4,6,3,,,
rq1.v1,e0.v1,eventual_next_alias,F (a & X b),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",Canonical overlapping-instance counterexample from the paper draft.,2,5,5,3,2,3,6,original,characterized,False,,False,False,False,10,F (a & X b),True,10,,,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[], [""a"", ""b""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[], [""a"", ""b""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[], [""a"", ""b""]]}"
rq1.v1,e0.v1,eventual_next_alias,F (a & X b),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",Canonical overlapping-instance counterexample from the paper draft.,2,5,5,3,2,3,6,bounded_default,characterized,True,,True,True,True,11,F (rr_bounded_event_0),True,2,1,1,11,,,,,,,
rq1.v1,e0.v1,eventual_next_alias,F (a & X b),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",Canonical overlapping-instance counterexample from the paper draft.,2,5,5,3,2,3,6,bounded_exact_online,characterized,True,,True,True,True,11,F (rr_bounded_event_0),True,2,1,1,11,,,,,,,
rq1.v1,e0.v1,eventual_next_alias,F (a & X b),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",Canonical overlapping-instance counterexample from the paper draft.,2,5,5,3,2,3,6,progression,characterized,True,,True,True,True,3,,,,,,,3,2,9,5,,,
rq1.v1,e0.v1,until_next_alias,a U (b & X c),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",An Until obligation whose bounded consequent aliases across instances.,3,6,6,3,2,5,13,original,characterized,False,,False,False,False,24,a U (b & X c),True,24,,,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[""a""], [""b"", ""c""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""VIOLATE"", ""length"": 2, ""trace"": [[""a""], [""b""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""VIOLATE"", ""length"": 2, ""trace"": [[""a""], [""b""]]}"
rq1.v1,e0.v1,until_next_alias,a U (b & X c),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",An Until obligation whose bounded consequent aliases across instances.,3,6,6,3,2,5,13,bounded_default,characterized,True,,True,True,False,33,(a U rr_bounded_event_0),True,3,1,1,33,,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""UNDECIDED"", ""length"": 1, ""trace"": [[]]}"
rq1.v1,e0.v1,until_next_alias,a U (b & X c),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",An Until obligation whose bounded consequent aliases across instances.,3,6,6,3,2,5,13,bounded_exact_online,characterized,True,,True,True,True,33,(a U rr_bounded_event_0),True,3,1,1,33,,,,,,,
rq1.v1,e0.v1,until_next_alias,a U (b & X c),repair_counterexample,RQ1 repair-ladder corpus,{},canonical,"[""shared_register_counterexample"", ""bounded_repair_target""]",An Until obligation whose bounded consequent aliases across instances.,3,6,6,3,2,5,13,progression,characterized,True,,True,True,True,5,,,,,,,5,5,11,6,,,
rq1.v1,e0.v1,response,G(a -> F b),declare,Declare response template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_rejection""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,2,4,original,characterized,False,,False,True,True,2,G(a -> F b),True,2,,,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[""a""], []]}",,
rq1.v1,e0.v1,response,G(a -> F b),declare,Declare response template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_rejection""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,2,4,bounded_default,rejected,False,uncertified original-RuleRunner skeleton,,,,,G ((a -> F (b))),True,2,0,0,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[""a""], []]}",,
rq1.v1,e0.v1,response,G(a -> F b),declare,Declare response template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_rejection""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,2,4,bounded_exact_online,rejected,False,uncertified original-RuleRunner skeleton,,,,,G ((a -> F (b))),True,2,0,0,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[""a""], []]}",,
rq1.v1,e0.v1,response,G(a -> F b),declare,Declare response template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_rejection""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,2,4,progression,characterized,True,,True,True,True,2,,,,,,,2,2,6,6,,,
rq1.v1,e0.v1,chain_response,G(a -> X(b)),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_repair_target""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,3,6,original,characterized,False,,False,False,False,10,G(a -> X(b)),True,10,,,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[], [""a"", ""b""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""VIOLATE"", ""length"": 2, ""trace"": [[], [""a""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""VIOLATE"", ""length"": 2, ""trace"": [[], [""a""]]}"
rq1.v1,e0.v1,chain_response,G(a -> X(b)),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_repair_target""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,3,6,bounded_default,characterized,True,,True,True,True,11,G (rr_bounded_event_0),True,2,1,1,11,,,,,,,
rq1.v1,e0.v1,chain_response,G(a -> X(b)),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_repair_target""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,3,6,bounded_exact_online,characterized,True,,True,True,True,11,G (rr_bounded_event_0),True,2,1,1,11,,,,,,,
rq1.v1,e0.v1,chain_response,G(a -> X(b)),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_repair_target""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,3,6,progression,characterized,True,,True,True,True,3,,,,,,,3,4,9,6,,,
rq1.v1,e0.v1,precedence,(!b) U a | G(!b),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,8,6,3,1,3,5,original,characterized,True,,True,True,True,3,(!b) U a | G(!b),True,3,,,,,,,,,,
rq1.v1,e0.v1,precedence,(!b) U a | G(!b),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,8,6,3,1,3,5,bounded_default,characterized,True,,True,True,True,5,((rr_bounded_event_0 U a) | G (rr_bounded_event_0)),True,3,0,1,5,,,,,,,
rq1.v1,e0.v1,precedence,(!b) U a | G(!b),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,8,6,3,1,3,5,bounded_exact_online,characterized,True,,True,True,True,5,((rr_bounded_event_0 U a) | G (rr_bounded_event_0)),True,3,0,1,5,,,,,,,
rq1.v1,e0.v1,precedence,(!b) U a | G(!b),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,8,6,3,1,3,5,progression,characterized,True,,True,True,True,3,,,,,,,3,2,7,6,,,
rq1.v1,e0.v1,alt_response,G(a -> X(!a U b)),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_rejection""]",Declare template included to measure external-validity coverage.,2,8,7,5,3,3,6,original,characterized,False,,False,False,False,10,G(a -> X(!a U b)),True,10,,,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[], [""a"", ""b""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""VIOLATE"", ""length"": 2, ""trace"": [[], [""a""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""VIOLATE"", ""length"": 2, ""trace"": [[], [""a""]]}"
rq1.v1,e0.v1,alt_response,G(a -> X(!a U b)),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_rejection""]",Declare template included to measure external-validity coverage.,2,8,7,5,3,3,6,bounded_default,rejected,False,uncertified original-RuleRunner skeleton,,,,,G ((a -> X ((rr_bounded_event_0 U b)))),True,10,0,1,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[], [""a"", ""b""]]}",,
rq1.v1,e0.v1,alt_response,G(a -> X(!a U b)),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_rejection""]",Declare template included to measure external-validity coverage.,2,8,7,5,3,3,6,bounded_exact_online,rejected,False,uncertified original-RuleRunner skeleton,,,,,G ((a -> X ((rr_bounded_event_0 U b)))),True,10,0,1,,,,,,"{""canonical"": ""VIOLATE"", ""construction"": ""SATISFY"", ""length"": 2, ""trace"": [[], [""a"", ""b""]]}",,
rq1.v1,e0.v1,alt_response,G(a -> X(!a U b)),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_rejection""]",Declare template included to measure external-validity coverage.,2,8,7,5,3,3,6,progression,characterized,True,,True,True,True,4,,,,,,,4,4,10,7,,,
rq1.v1,e0.v1,resp_existence,F(a) -> F(b),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,5,5,2,1,3,6,original,characterized,True,,True,True,True,4,F(a) -> F(b),True,4,,,,,,,,,,
rq1.v1,e0.v1,resp_existence,F(a) -> F(b),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,5,5,2,1,3,6,bounded_default,characterized,True,,True,True,True,9,(F (a) -> F (b)),True,4,0,0,9,,,,,,,
rq1.v1,e0.v1,resp_existence,F(a) -> F(b),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,5,5,2,1,3,6,bounded_exact_online,characterized,True,,True,True,True,9,(F (a) -> F (b)),True,4,0,0,9,,,,,,,
rq1.v1,e0.v1,resp_existence,F(a) -> F(b),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,5,5,2,1,3,6,progression,characterized,True,,True,True,True,3,,,,,,,3,2,6,6,,,
rq1.v1,e0.v1,not_coexistence,!(F(a) & F(b)),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,6,6,3,1,4,9,original,characterized,True,,True,True,True,6,!(F(a) & F(b)),True,6,,,,,,,,,,
rq1.v1,e0.v1,not_coexistence,!(F(a) & F(b)),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,6,6,3,1,4,9,bounded_default,characterized,True,,True,True,True,13,!((F (a) & F (b))),True,6,0,0,13,,,,,,,
rq1.v1,e0.v1,not_coexistence,!(F(a) & F(b)),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,6,6,3,1,4,9,bounded_exact_online,characterized,True,,True,True,True,13,!((F (a) & F (b))),True,6,0,0,13,,,,,,,
rq1.v1,e0.v1,not_coexistence,!(F(a) & F(b)),declare,Declare template,{},canonical,"[""declare"", ""original_safe_control""]",Declare template included to measure external-validity coverage.,2,6,6,3,1,4,9,progression,characterized,True,,True,True,True,4,,,,,,,4,4,8,7,,,
rq1.v1,e0.v1,chain_precedence,G(X(b) -> a),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_repair_target""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,3,6,original,characterized,False,,False,False,False,10,G(X(b) -> a),True,10,,,,,,,,"{""canonical"": ""SATISFY"", ""construction"": ""VIOLATE"", ""length"": 2, ""trace"": [[""a""], [""b""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""VIOLATE"", ""length"": 2, ""trace"": [[""a""], [""b""]]}","{""canonical"": ""UNDECIDED"", ""construction"": ""VIOLATE"", ""length"": 2, ""trace"": [[""a""], [""b""]]}"
rq1.v1,e0.v1,chain_precedence,G(X(b) -> a),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_repair_target""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,3,6,bounded_default,characterized,True,,True,True,True,11,G (rr_bounded_event_0),True,2,1,1,11,,,,,,,
rq1.v1,e0.v1,chain_precedence,G(X(b) -> a),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_repair_target""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,3,6,bounded_exact_online,characterized,True,,True,True,True,11,G (rr_bounded_event_0),True,2,1,1,11,,,,,,,
rq1.v1,e0.v1,chain_precedence,G(X(b) -> a),declare,Declare template,{},canonical,"[""declare"", ""shared_register_counterexample"", ""bounded_repair_target""]",Declare template included to measure external-validity coverage.,2,5,5,3,2,3,6,progression,characterized,True,,True,True,True,3,,,,,,,3,3,9,6,,,
